user_id,R,F,user_type,user_type_name
301634,4,1,0,流失用户
301635,1,1,2,潜力用户
301637,1,2,2,潜力用户
301638,1,2,2,潜力用户
301639,0,3,2,潜力用户
301640,0,1,2,潜力用户
301641,3,1,2,潜力用户
301642,2,3,2,潜力用户
301643,4,2,0,流失用户
301644,3,7,1,高价值用户
301647,3,4,2,潜力用户
301649,1,10,1,高价值用户
301650,2,3,2,潜力用户
301651,1,1,2,潜力用户
301652,3,1,2,潜力用户
301653,0,3,2,潜力用户
301655,2,1,2,潜力用户
301656,4,1,0,流失用户
301657,1,1,2,潜力用户
301660,3,2,2,潜力用户
301664,0,2,2,潜力用户
301665,3,1,2,潜力用户
301666,8,1,0,流失用户
301667,2,8,1,高价值用户
301668,2,4,2,潜力用户
301669,1,1,2,潜力用户
301670,4,2,0,流失用户
301671,3,1,2,潜力用户
301672,1,1,2,潜力用户
301673,5,1,0,流失用户
301674,3,1,2,潜力用户
301675,0,5,2,潜力用户
301676,7,3,0,流失用户
301677,4,4,0,流失用户
301678,1,2,2,潜力用户
301679,6,2,0,流失用户
301680,0,1,2,潜力用户
301682,1,1,2,潜力用户
301683,5,6,0,流失用户
301685,4,2,0,流失用户
301688,2,3,2,潜力用户
301691,2,1,2,潜力用户
301693,0,12,1,高价值用户
301694,2,3,2,潜力用户
301695,2,2,2,潜力用户
301696,0,6,1,高价值用户
301697,1,5,2,潜力用户
301700,1,1,2,潜力用户
301701,5,1,0,流失用户
301702,2,5,2,潜力用户
301703,5,2,0,流失用户
301707,5,1,0,流失用户
301708,2,1,2,潜力用户
301709,0,3,2,潜力用户
301711,5,2,0,流失用户
301712,1,1,2,潜力用户
301713,4,2,0,流失用户
301714,8,1,0,流失用户
301716,8,1,0,流失用户
301717,8,1,0,流失用户
301719,1,3,2,潜力用户
301720,0,1,2,潜力用户
301721,2,2,2,潜力用户
301722,0,1,2,潜力用户
301723,2,2,2,潜力用户
301724,1,3,2,潜力用户
301725,6,1,0,流失用户
301726,5,3,0,流失用户
301727,1,1,2,潜力用户
301728,1,1,2,潜力用户
301729,0,6,1,高价值用户
301731,5,2,0,流失用户
301733,4,6,1,高价值用户
301735,0,5,2,潜力用户
301736,6,4,0,流失用户
301742,2,7,1,高价值用户
301743,7,5,0,流失用户
301744,5,2,0,流失用户
301745,1,1,2,潜力用户
301746,1,11,1,高价值用户
301747,0,1,2,潜力用户
301748,1,3,2,潜力用户
301749,0,3,2,潜力用户
301750,1,1,2,潜力用户
301751,0,5,2,潜力用户
301752,0,3,2,潜力用户
301753,0,1,2,潜力用户
301754,6,6,0,流失用户
301756,3,1,2,潜力用户
301758,0,3,2,潜力用户
301759,4,2,0,流失用户
301765,5,1,0,流失用户
301767,5,4,0,流失用户
301769,6,1,0,流失用户
301770,2,7,1,高价值用户
301773,5,3,0,流失用户
301775,0,4,2,潜力用户
301778,7,1,0,流失用户
301779,1,10,1,高价值用户
301780,2,6,1,高价值用户
301781,3,5,2,潜力用户
301782,0,1,2,潜力用户
301783,1,2,2,潜力用户
301784,0,1,2,潜力用户
301785,1,2,2,潜力用户
301786,1,1,2,潜力用户
301787,8,2,0,流失用户
301788,3,5,2,潜力用户
301789,1,2,2,潜力用户
301790,7,1,0,流失用户
301791,1,4,2,潜力用户
301792,2,3,2,潜力用户
301794,4,5,0,流失用户
301796,1,1,2,潜力用户
301797,3,1,2,潜力用户
301798,5,1,0,流失用户
301799,3,1,2,潜力用户
301800,0,5,2,潜力用户
301801,3,6,1,高价值用户
301804,4,3,0,流失用户
301805,6,3,0,流失用户
301806,3,1,2,潜力用户
301807,1,3,2,潜力用户
301808,0,3,2,潜力用户
301810,2,3,2,潜力用户
301814,1,2,2,潜力用户
301815,2,2,2,潜力用户
301816,8,1,0,流失用户
301817,2,3,2,潜力用户
301820,0,2,2,潜力用户
301822,7,1,0,流失用户
301825,1,3,2,潜力用户
301827,4,1,0,流失用户
301829,4,2,0,流失用户
301832,0,2,2,潜力用户
301833,7,3,0,流失用户
301835,1,4,2,潜力用户
301836,1,4,2,潜力用户
301837,0,8,1,高价值用户
301839,0,8,1,高价值用户
301840,3,1,2,潜力用户
301841,0,1,2,潜力用户
301842,2,1,2,潜力用户
301843,4,1,0,流失用户
301845,2,1,2,潜力用户
301848,2,1,2,潜力用户
301849,5,2,0,流失用户
301851,4,2,0,流失用户
301852,0,1,2,潜力用户
301854,5,1,0,流失用户
301855,1,4,2,潜力用户
301857,4,3,0,流失用户
301858,1,1,2,潜力用户
301859,2,1,2,潜力用户
301860,0,3,2,潜力用户
301862,0,2,2,潜力用户
301863,2,3,2,潜力用户
301864,0,3,2,潜力用户
301865,4,4,0,流失用户
301866,5,1,0,流失用户
301870,2,1,2,潜力用户
301872,3,3,2,潜力用户
301873,1,1,2,潜力用户
301874,7,1,0,流失用户
301877,0,9,1,高价值用户
301878,8,2,0,流失用户
301879,1,6,1,高价值用户
301880,0,2,2,潜力用户
301882,2,4,2,潜力用户
301884,7,1,0,流失用户
301885,8,1,0,流失用户
301886,4,3,0,流失用户
301887,0,15,1,高价值用户
301888,1,2,2,潜力用户
301890,3,6,1,高价值用户
301891,2,3,2,潜力用户
301892,1,3,2,潜力用户
301893,3,5,2,潜力用户
301894,4,1,0,流失用户
301895,2,2,2,潜力用户
301897,4,3,0,流失用户
301898,3,2,2,潜力用户
301899,4,1,0,流失用户
301901,0,4,2,潜力用户
301903,1,1,2,潜力用户
301904,1,7,1,高价值用户
301905,1,1,2,潜力用户
301906,6,1,0,流失用户
301907,0,1,2,潜力用户
301909,6,2,0,流失用户
301911,7,2,0,流失用户
301912,2,3,2,潜力用户
301915,1,2,2,潜力用户
301916,3,3,2,潜力用户
301917,2,1,2,潜力用户
301919,0,4,2,潜力用户
301920,0,12,1,高价值用户
301921,0,3,2,潜力用户
301923,1,3,2,潜力用户
301924,1,3,2,潜力用户
301928,4,2,0,流失用户
301929,0,2,2,潜力用户
301930,3,2,2,潜力用户
301931,1,3,2,潜力用户
301932,0,3,2,潜力用户
301933,1,3,2,潜力用户
301935,1,4,2,潜力用户
301937,6,1,0,流失用户
301938,6,2,0,流失用户
301939,3,2,2,潜力用户
301940,2,2,2,潜力用户
301942,4,6,1,高价值用户
301944,3,3,2,潜力用户
301946,2,1,2,潜力用户
301949,1,2,2,潜力用户
301950,5,2,0,流失用户
301951,0,6,1,高价值用户
301952,2,1,2,潜力用户
301954,0,2,2,潜力用户
301955,1,2,2,潜力用户
301956,4,2,0,流失用户
301957,6,5,0,流失用户
301958,0,9,1,高价值用户
301959,3,1,2,潜力用户
301962,4,2,0,流失用户
301965,1,8,1,高价值用户
301966,0,1,2,潜力用户
301970,0,3,2,潜力用户
301971,0,7,1,高价值用户
301972,5,1,0,流失用户
301973,2,1,2,潜力用户
301974,7,1,0,流失用户
301975,3,7,1,高价值用户
301976,2,2,2,潜力用户
301977,7,1,0,流失用户
301980,1,1,2,潜力用户
301982,5,1,0,流失用户
301984,2,3,2,潜力用户
301986,0,2,2,潜力用户
301987,3,2,2,潜力用户
301988,7,1,0,流失用户
301989,6,1,0,流失用户
301993,1,1,2,潜力用户
301996,0,2,2,潜力用户
301998,1,27,1,高价值用户
302000,2,1,2,潜力用户
302002,6,4,0,流失用户
302006,1,3,2,潜力用户
302007,2,2,2,潜力用户
302009,5,2,0,流失用户
302011,3,4,2,潜力用户
302012,0,7,1,高价值用户
302013,2,4,2,潜力用户
302014,6,2,0,流失用户
302015,7,1,0,流失用户
302016,1,2,2,潜力用户
302017,0,9,1,高价值用户
302018,7,1,0,流失用户
302020,2,3,2,潜力用户
302021,1,1,2,潜力用户
302022,0,1,2,潜力用户
302024,4,1,0,流失用户
302026,5,1,0,流失用户
302027,8,2,0,流失用户
302028,5,2,0,流失用户
302029,2,1,2,潜力用户
302031,1,2,2,潜力用户
302032,5,13,1,高价值用户
302033,2,3,2,潜力用户
302034,8,3,0,流失用户
302035,1,1,2,潜力用户
302036,3,7,1,高价值用户
302037,0,8,1,高价值用户
302039,6,1,0,流失用户
302040,0,2,2,潜力用户
302041,7,1,0,流失用户
302042,8,2,0,流失用户
302044,3,2,2,潜力用户
302045,1,2,2,潜力用户
302047,6,1,0,流失用户
302049,0,2,2,潜力用户
302050,6,1,0,流失用户
302051,2,4,2,潜力用户
302059,2,1,2,潜力用户
302060,6,4,0,流失用户
302062,4,8,1,高价值用户
302064,5,4,0,流失用户
302067,0,1,2,潜力用户
302068,5,6,0,流失用户
302071,0,5,2,潜力用户
302074,0,7,1,高价值用户
302075,4,12,1,高价值用户
302076,1,2,2,潜力用户
302077,0,4,2,潜力用户
302078,1,4,2,潜力用户
302081,2,2,2,潜力用户
302082,3,5,2,潜力用户
302086,0,1,2,潜力用户
302088,1,6,1,高价值用户
302089,3,2,2,潜力用户
302090,4,1,0,流失用户
302091,0,4,2,潜力用户
302092,0,4,2,潜力用户
302094,1,3,2,潜力用户
302095,2,1,2,潜力用户
302096,3,2,2,潜力用户
302099,4,1,0,流失用户
302100,6,1,0,流失用户
302103,3,1,2,潜力用户
302106,4,1,0,流失用户
302109,4,3,0,流失用户
302111,7,1,0,流失用户
302112,0,14,1,高价值用户
302114,1,1,2,潜力用户
302118,4,1,0,流失用户
302119,7,1,0,流失用户
302120,1,12,1,高价值用户
302126,3,1,2,潜力用户
302127,4,2,0,流失用户
302130,3,2,2,潜力用户
302132,0,1,2,潜力用户
302133,3,3,2,潜力用户
302134,5,3,0,流失用户
302135,1,1,2,潜力用户
302136,2,8,1,高价值用户
302137,0,2,2,潜力用户
302138,6,1,0,流失用户
302140,1,3,2,潜力用户
302142,0,3,2,潜力用户
302144,5,3,0,流失用户
302145,0,5,2,潜力用户
302147,4,1,0,流失用户
302148,0,11,1,高价值用户
302149,3,2,2,潜力用户
302150,2,2,2,潜力用户
302151,6,1,0,流失用户
302152,3,4,2,潜力用户
302153,1,4,2,潜力用户
302155,4,1,0,流失用户
302156,8,1,0,流失用户
302157,7,1,0,流失用户
302158,1,1,2,潜力用户
302159,8,1,0,流失用户
302160,0,2,2,潜力用户
302161,6,2,0,流失用户
302163,1,3,2,潜力用户
302164,1,3,2,潜力用户
302167,7,1,0,流失用户
302168,1,4,2,潜力用户
302169,5,1,0,流失用户
302170,2,5,2,潜力用户
302171,8,2,0,流失用户
302172,0,11,1,高价值用户
302173,0,2,2,潜力用户
302174,1,1,2,潜力用户
302176,0,6,1,高价值用户
302178,2,2,2,潜力用户
302179,3,1,2,潜力用户
302180,6,2,0,流失用户
302181,5,2,0,流失用户
302182,8,1,0,流失用户
302185,4,1,0,流失用户
302187,6,2,0,流失用户
302188,0,4,2,潜力用户
302189,1,3,2,潜力用户
302190,5,2,0,流失用户
302192,8,1,0,流失用户
302193,1,3,2,潜力用户
302194,8,3,0,流失用户
302195,5,3,0,流失用户
302196,3,1,2,潜力用户
302199,0,2,2,潜力用户
302200,0,5,2,潜力用户
302201,4,1,0,流失用户
302203,3,3,2,潜力用户
302204,0,1,2,潜力用户
302207,4,2,0,流失用户
302208,1,3,2,潜力用户
302209,5,1,0,流失用户
302210,0,1,2,潜力用户
302211,2,10,1,高价值用户
302212,1,1,2,潜力用户
302213,0,1,2,潜力用户
302216,2,2,2,潜力用户
302217,1,3,2,潜力用户
302219,0,4,2,潜力用户
302220,2,3,2,潜力用户
302221,2,1,2,潜力用户
302222,1,2,2,潜力用户
302224,5,6,0,流失用户
302225,8,1,0,流失用户
302226,1,5,2,潜力用户
302228,0,1,2,潜力用户
302229,2,3,2,潜力用户
302231,0,4,2,潜力用户
302232,2,2,2,潜力用户
302233,2,5,2,潜力用户
302236,0,8,1,高价值用户
302237,0,10,1,高价值用户
302239,0,5,2,潜力用户
302240,4,2,0,流失用户
302242,6,2,0,流失用户
302244,6,2,0,流失用户
302245,0,8,1,高价值用户
302246,3,2,2,潜力用户
302248,6,1,0,流失用户
302249,4,3,0,流失用户
302251,3,3,2,潜力用户
302253,6,1,0,流失用户
302257,6,1,0,流失用户
302259,0,2,2,潜力用户
302260,1,4,2,潜力用户
302261,0,3,2,潜力用户
302262,8,1,0,流失用户
302263,4,3,0,流失用户
302265,8,1,0,流失用户
302268,3,1,2,潜力用户
302270,1,5,2,潜力用户
302275,8,3,0,流失用户
302276,0,1,2,潜力用户
302279,0,2,2,潜力用户
302280,2,3,2,潜力用户
302281,1,1,2,潜力用户
302283,1,10,1,高价值用户
302285,6,1,0,流失用户
302287,2,10,1,高价值用户
302288,0,5,2,潜力用户
302289,2,1,2,潜力用户
302291,5,1,0,流失用户
302292,0,1,2,潜力用户
302293,1,14,1,高价值用户
302294,1,2,2,潜力用户
302297,0,1,2,潜力用户
302298,7,2,0,流失用户
302299,0,6,1,高价值用户
302301,0,22,1,高价值用户
302302,0,3,2,潜力用户
302303,3,2,2,潜力用户
302304,3,2,2,潜力用户
302306,1,1,2,潜力用户
302307,7,1,0,流失用户
302308,3,5,2,潜力用户
302309,6,1,0,流失用户
302311,0,2,2,潜力用户
302314,2,7,1,高价值用户
302316,6,1,0,流失用户
302317,0,11,1,高价值用户
302320,5,3,0,流失用户
302321,2,4,2,潜力用户
302322,0,4,2,潜力用户
302323,5,1,0,流失用户
302325,0,5,2,潜力用户
302326,2,1,2,潜力用户
302327,1,9,1,高价值用户
302328,5,3,0,流失用户
302329,1,4,2,潜力用户
302330,1,1,2,潜力用户
302331,2,1,2,潜力用户
302332,0,4,2,潜力用户
302337,2,5,2,潜力用户
302339,1,5,2,潜力用户
302340,1,1,2,潜力用户
302341,1,3,2,潜力用户
302342,2,3,2,潜力用户
302343,5,3,0,流失用户
302344,4,2,0,流失用户
302345,0,2,2,潜力用户
302346,4,6,1,高价值用户
302348,3,2,2,潜力用户
302349,1,2,2,潜力用户
302351,0,2,2,潜力用户
302352,3,2,2,潜力用户
302353,0,4,2,潜力用户
302354,4,2,0,流失用户
302355,1,2,2,潜力用户
302356,1,3,2,潜力用户
302357,1,3,2,潜力用户
302358,3,2,2,潜力用户
302359,2,1,2,潜力用户
302360,8,1,0,流失用户
302363,7,1,0,流失用户
302365,0,7,1,高价值用户
302366,3,1,2,潜力用户
302368,3,2,2,潜力用户
302370,4,1,0,流失用户
302371,3,2,2,潜力用户
302372,1,1,2,潜力用户
302373,0,3,2,潜力用户
302375,0,3,2,潜力用户
302377,2,2,2,潜力用户
302378,1,4,2,潜力用户
302379,1,2,2,潜力用户
302380,2,3,2,潜力用户
302381,0,2,2,潜力用户
302382,0,1,2,潜力用户
302384,0,1,2,潜力用户
302385,1,2,2,潜力用户
302388,2,2,2,潜力用户
302391,5,2,0,流失用户
302393,0,2,2,潜力用户
302396,5,1,0,流失用户
302397,1,1,2,潜力用户
302398,1,1,2,潜力用户
302399,0,2,2,潜力用户
302400,4,3,0,流失用户
302401,0,1,2,潜力用户
302404,2,1,2,潜力用户
302405,7,3,0,流失用户
302406,1,7,1,高价值用户
302407,3,3,2,潜力用户
302409,7,1,0,流失用户
302410,2,1,2,潜力用户
302411,0,6,1,高价值用户
302413,4,3,0,流失用户
302414,0,2,2,潜力用户
302415,0,11,1,高价值用户
302416,1,3,2,潜力用户
302417,3,4,2,潜力用户
302419,0,1,2,潜力用户
302421,0,1,2,潜力用户
302422,7,4,0,流失用户
302424,0,3,2,潜力用户
302425,8,2,0,流失用户
302427,3,1,2,潜力用户
302428,8,2,0,流失用户
302433,2,5,2,潜力用户
302434,3,4,2,潜力用户
302435,2,1,2,潜力用户
302437,6,5,0,流失用户
302438,2,11,1,高价值用户
302439,1,2,2,潜力用户
302440,1,4,2,潜力用户
302441,6,2,0,流失用户
302442,8,1,0,流失用户
302443,7,1,0,流失用户
302446,0,1,2,潜力用户
302449,8,1,0,流失用户
302450,4,5,0,流失用户
302451,1,1,2,潜力用户
302452,5,1,0,流失用户
302453,7,1,0,流失用户
302454,1,6,1,高价值用户
302455,2,4,2,潜力用户
302458,0,9,1,高价值用户
302460,2,6,1,高价值用户
302461,2,2,2,潜力用户
302463,1,1,2,潜力用户
302466,3,2,2,潜力用户
302467,1,1,2,潜力用户
302468,1,1,2,潜力用户
302474,4,2,0,流失用户
302475,2,10,1,高价值用户
302476,8,1,0,流失用户
302477,6,2,0,流失用户
302478,1,2,2,潜力用户
302479,2,1,2,潜力用户
302480,2,1,2,潜力用户
302482,4,2,0,流失用户
302483,0,1,2,潜力用户
302484,5,2,0,流失用户
302485,6,4,0,流失用户
302488,1,2,2,潜力用户
302489,1,1,2,潜力用户
302491,1,1,2,潜力用户
302492,2,3,2,潜力用户
302493,5,7,1,高价值用户
302494,5,3,0,流失用户
302497,3,1,2,潜力用户
302500,8,1,0,流失用户
302501,0,1,2,潜力用户
302502,0,2,2,潜力用户
302503,2,2,2,潜力用户
302504,4,2,0,流失用户
302505,8,2,0,流失用户
302506,3,6,1,高价值用户
302509,4,3,0,流失用户
302510,3,4,2,潜力用户
302511,4,1,0,流失用户
302512,6,5,0,流失用户
302513,1,1,2,潜力用户
302514,3,3,2,潜力用户
302516,0,2,2,潜力用户
302519,0,3,2,潜力用户
302520,0,6,1,高价值用户
302521,2,1,2,潜力用户
302522,1,1,2,潜力用户
302523,4,1,0,流失用户
302524,1,3,2,潜力用户
302525,1,4,2,潜力用户
302526,0,2,2,潜力用户
302529,0,6,1,高价值用户
302530,7,1,0,流失用户
302531,1,1,2,潜力用户
302533,1,1,2,潜力用户
302534,4,1,0,流失用户
302536,0,2,2,潜力用户
302537,1,3,2,潜力用户
302538,6,1,0,流失用户
302539,5,3,0,流失用户
302540,7,1,0,流失用户
302541,4,2,0,流失用户
302545,6,1,0,流失用户
302548,7,1,0,流失用户
302549,3,4,2,潜力用户
302550,0,2,2,潜力用户
302552,0,4,2,潜力用户
302553,3,2,2,潜力用户
302554,2,1,2,潜力用户
302558,1,4,2,潜力用户
302559,4,1,0,流失用户
302561,5,8,1,高价值用户
302562,8,2,0,流失用户
302563,4,1,0,流失用户
302564,1,11,1,高价值用户
302565,7,1,0,流失用户
302567,1,4,2,潜力用户
302569,1,1,2,潜力用户
302570,1,5,2,潜力用户
302572,4,4,0,流失用户
302573,8,1,0,流失用户
302574,7,1,0,流失用户
302575,0,12,1,高价值用户
302576,3,4,2,潜力用户
302578,1,5,2,潜力用户
302580,0,3,2,潜力用户
302582,4,3,0,流失用户
302583,1,11,1,高价值用户
302584,5,1,0,流失用户
302587,6,1,0,流失用户
302588,0,2,2,潜力用户
302589,6,1,0,流失用户
302590,6,1,0,流失用户
302592,2,1,2,潜力用户
302593,8,1,0,流失用户
302595,0,2,2,潜力用户
302596,0,5,2,潜力用户
302601,3,7,1,高价值用户
302602,0,1,2,潜力用户
302603,4,2,0,流失用户
302606,0,6,1,高价值用户
302609,1,4,2,潜力用户
302611,4,1,0,流失用户
302614,3,4,2,潜力用户
302615,0,1,2,潜力用户
302619,0,6,1,高价值用户
302622,3,1,2,潜力用户
302623,1,2,2,潜力用户
302624,4,3,0,流失用户
302625,1,1,2,潜力用户
302626,2,2,2,潜力用户
302627,0,3,2,潜力用户
302628,1,7,1,高价值用户
302630,6,2,0,流失用户
302632,1,6,1,高价值用户
302633,8,1,0,流失用户
302634,6,1,0,流失用户
302635,1,5,2,潜力用户
302636,1,8,1,高价值用户
302637,3,3,2,潜力用户
302640,1,2,2,潜力用户
302645,0,1,2,潜力用户
302646,1,6,1,高价值用户
302648,0,2,2,潜力用户
302649,8,9,1,高价值用户
302650,5,3,0,流失用户
302651,7,1,0,流失用户
302652,0,1,2,潜力用户
302656,2,1,2,潜力用户
302657,5,4,0,流失用户
302658,0,3,2,潜力用户
302660,0,1,2,潜力用户
302661,8,1,0,流失用户
302663,3,11,1,高价值用户
302664,3,1,2,潜力用户
302665,5,2,0,流失用户
302666,1,1,2,潜力用户
302668,0,1,2,潜力用户
302669,4,3,0,流失用户
302670,3,2,2,潜力用户
302671,1,1,2,潜力用户
302673,1,8,1,高价值用户
302674,7,1,0,流失用户
302675,3,2,2,潜力用户
302676,3,3,2,潜力用户
302678,0,5,2,潜力用户
302679,1,1,2,潜力用户
302680,2,11,1,高价值用户
302682,8,1,0,流失用户
302684,2,1,2,潜力用户
302685,4,1,0,流失用户
302686,1,2,2,潜力用户
302687,1,5,2,潜力用户
302688,1,3,2,潜力用户
302689,6,1,0,流失用户
302690,0,5,2,潜力用户
302692,1,4,2,潜力用户
302695,5,1,0,流失用户
302696,1,2,2,潜力用户
302698,1,6,1,高价值用户
302699,3,4,2,潜力用户
302701,1,1,2,潜力用户
302702,0,2,2,潜力用户
302703,2,1,2,潜力用户
302704,4,3,0,流失用户
302709,4,2,0,流失用户
302711,5,1,0,流失用户
302712,0,3,2,潜力用户
302715,0,1,2,潜力用户
302716,4,4,0,流失用户
302718,3,2,2,潜力用户
302721,6,1,0,流失用户
302722,5,3,0,流失用户
302723,7,1,0,流失用户
302727,2,1,2,潜力用户
302729,1,7,1,高价值用户
302730,5,1,0,流失用户
302732,0,2,2,潜力用户
302735,0,2,2,潜力用户
302737,7,1,0,流失用户
302739,0,4,2,潜力用户
302740,4,3,0,流失用户
302743,2,4,2,潜力用户
302745,3,2,2,潜力用户
302746,7,7,0,流失用户
302747,1,1,2,潜力用户
302751,7,1,0,流失用户
302753,7,1,0,流失用户
302755,4,1,0,流失用户
302756,8,1,0,流失用户
302757,6,3,0,流失用户
302759,7,1,0,流失用户
302762,2,1,2,潜力用户
302763,5,1,0,流失用户
302764,7,4,0,流失用户
302765,4,1,0,流失用户
302766,7,2,0,流失用户
302767,5,1,0,流失用户
302769,1,2,2,潜力用户
302770,0,2,2,潜力用户
302773,6,1,0,流失用户
302774,1,4,2,潜力用户
302775,6,1,0,流失用户
302776,7,1,0,流失用户
302778,0,3,2,潜力用户
302779,3,2,2,潜力用户
302780,1,3,2,潜力用户
302781,0,1,2,潜力用户
302783,2,3,2,潜力用户
302785,0,5,2,潜力用户
302786,1,1,2,潜力用户
302787,5,2,0,流失用户
302788,6,2,0,流失用户
302789,1,7,1,高价值用户
302791,3,4,2,潜力用户
302793,0,1,2,潜力用户
302795,0,1,2,潜力用户
302796,6,1,0,流失用户
302798,3,5,2,潜力用户
302799,8,1,0,流失用户
302800,5,2,0,流失用户
302801,6,1,0,流失用户
302802,0,14,1,高价值用户
302803,2,1,2,潜力用户
302804,4,4,0,流失用户
302806,5,2,0,流失用户
302807,8,1,0,流失用户
302808,0,4,2,潜力用户
302810,2,3,2,潜力用户
302811,3,2,2,潜力用户
302812,1,2,2,潜力用户
302813,2,2,2,潜力用户
302814,2,4,2,潜力用户
302817,3,3,2,潜力用户
302818,0,6,1,高价值用户
302820,3,2,2,潜力用户
302821,4,3,0,流失用户
302822,0,7,1,高价值用户
302823,6,1,0,流失用户
302824,2,2,2,潜力用户
302829,6,4,0,流失用户
302831,2,1,2,潜力用户
302832,0,5,2,潜力用户
302834,4,2,0,流失用户
302836,3,2,2,潜力用户
302838,7,3,0,流失用户
302839,6,1,0,流失用户
302840,0,1,2,潜力用户
302841,1,4,2,潜力用户
302842,7,2,0,流失用户
302847,0,25,1,高价值用户
302849,8,1,0,流失用户
302853,5,2,0,流失用户
302854,5,1,0,流失用户
302855,4,4,0,流失用户
302856,0,7,1,高价值用户
302858,5,3,0,流失用户
302859,4,1,0,流失用户
302860,0,11,1,高价值用户
302861,5,2,0,流失用户
302862,0,1,2,潜力用户
302863,1,2,2,潜力用户
302864,0,2,2,潜力用户
302865,4,6,1,高价值用户
302866,4,2,0,流失用户
302867,0,2,2,潜力用户
302868,4,2,0,流失用户
302870,4,1,0,流失用户
302871,1,2,2,潜力用户
302874,2,3,2,潜力用户
302877,3,2,2,潜力用户
302878,4,1,0,流失用户
302884,0,2,2,潜力用户
302886,1,1,2,潜力用户
302888,0,2,2,潜力用户
302890,5,1,0,流失用户
302894,1,6,1,高价值用户
302895,0,3,2,潜力用户
302898,1,1,2,潜力用户
302900,3,1,2,潜力用户
302901,0,5,2,潜力用户
302902,5,1,0,流失用户
302903,6,2,0,流失用户
302904,0,8,1,高价值用户
302906,2,1,2,潜力用户
302907,0,2,2,潜力用户
302908,1,10,1,高价值用户
302909,0,1,2,潜力用户
302910,5,4,0,流失用户
302912,4,1,0,流失用户
302914,1,2,2,潜力用户
302916,0,4,2,潜力用户
302917,7,1,0,流失用户
302918,6,4,0,流失用户
302920,2,4,2,潜力用户
302921,6,4,0,流失用户
302922,1,3,2,潜力用户
302923,0,4,2,潜力用户
302926,0,3,2,潜力用户
302931,3,2,2,潜力用户
302932,2,3,2,潜力用户
302934,2,1,2,潜力用户
302935,0,2,2,潜力用户
302938,4,1,0,流失用户
302940,4,2,0,流失用户
302941,1,1,2,潜力用户
302942,2,4,2,潜力用户
302943,0,1,2,潜力用户
302944,1,3,2,潜力用户
302945,6,1,0,流失用户
302946,5,8,1,高价值用户
302947,2,3,2,潜力用户
302949,0,2,2,潜力用户
302955,7,1,0,流失用户
302956,8,1,0,流失用户
302959,3,4,2,潜力用户
302960,0,7,1,高价值用户
302963,4,1,0,流失用户
302964,0,4,2,潜力用户
302965,5,2,0,流失用户
302968,2,3,2,潜力用户
302969,6,1,0,流失用户
302970,6,1,0,流失用户
302972,1,6,1,高价值用户
302973,0,8,1,高价值用户
302974,0,3,2,潜力用户
302976,3,7,1,高价值用户
302977,0,3,2,潜力用户
302978,0,10,1,高价值用户
302979,3,3,2,潜力用户
302981,0,5,2,潜力用户
302982,1,1,2,潜力用户
302983,6,1,0,流失用户
302985,0,3,2,潜力用户
302986,1,3,2,潜力用户
302987,3,1,2,潜力用户
302988,0,4,2,潜力用户
302989,0,3,2,潜力用户
302990,1,3,2,潜力用户
302991,1,24,1,高价值用户
302992,1,1,2,潜力用户
302994,3,2,2,潜力用户
302995,1,4,2,潜力用户
302996,1,4,2,潜力用户
302997,6,4,0,流失用户
302999,4,2,0,流失用户
303001,6,1,0,流失用户
303002,0,3,2,潜力用户
303004,1,5,2,潜力用户
303005,5,1,0,流失用户
303007,3,2,2,潜力用户
303008,3,2,2,潜力用户
303009,2,1,2,潜力用户
303010,6,4,0,流失用户
303013,3,4,2,潜力用户
303014,2,13,1,高价值用户
303015,0,6,1,高价值用户
303016,5,3,0,流失用户
303017,2,1,2,潜力用户
303019,3,2,2,潜力用户
303020,7,1,0,流失用户
303022,1,1,2,潜力用户
303023,2,2,2,潜力用户
303024,5,2,0,流失用户
303025,5,1,0,流失用户
303026,1,7,1,高价值用户
303027,1,3,2,潜力用户
303028,2,3,2,潜力用户
303032,0,3,2,潜力用户
303033,2,7,1,高价值用户
303034,0,2,2,潜力用户
303036,6,1,0,流失用户
303037,2,1,2,潜力用户
303038,4,1,0,流失用户
303040,0,1,2,潜力用户
303042,6,1,0,流失用户
303043,1,1,2,潜力用户
303044,6,1,0,流失用户
303046,1,1,2,潜力用户
303047,1,4,2,潜力用户
303049,1,3,2,潜力用户
303051,0,1,2,潜力用户
303053,0,13,1,高价值用户
303054,4,1,0,流失用户
303058,0,8,1,高价值用户
303059,2,4,2,潜力用户
303060,5,2,0,流失用户
303061,2,2,2,潜力用户
303062,0,6,1,高价值用户
303064,0,3,2,潜力用户
303065,0,4,2,潜力用户
303067,8,1,0,流失用户
303068,8,1,0,流失用户
303070,0,8,1,高价值用户
303072,1,3,2,潜力用户
303074,1,1,2,潜力用户
303076,0,6,1,高价值用户
303078,3,3,2,潜力用户
303079,7,1,0,流失用户
303080,1,2,2,潜力用户
303082,2,4,2,潜力用户
303084,0,4,2,潜力用户
303085,8,2,0,流失用户
303086,1,3,2,潜力用户
303088,0,3,2,潜力用户
303089,5,1,0,流失用户
303090,0,1,2,潜力用户
303091,4,1,0,流失用户
303097,4,1,0,流失用户
303098,1,5,2,潜力用户
303099,3,10,1,高价值用户
303101,0,1,2,潜力用户
303103,1,4,2,潜力用户
303105,4,1,0,流失用户
